"","hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref","na.rm"
"2785","OVMH01.6762.1_2/64-437","OVMH01","SAMN06016383","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2786","OVMH01.6762.1_3/11-265","OVMH01","SAMN06016383","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2787","ULQU01.31168.1_1/1-206","ULQU01","SAMEA4835664","['QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2788","UMHN01.46216.1_1/1-117","UMHN01","SAMEA4836099","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2789","OVMJ01.112.1_4/63-436","OVMJ01","SAMN06016415","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0620060545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2790","OVMJ01.112.1_9/63-436","OVMJ01","SAMN06016415","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0620060545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2791","OVMJ01.112.1_10/11-266","OVMJ01","SAMN06016415","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.074932,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2792","OVMJ01.112.1_5/11-266","OVMJ01","SAMN06016415","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.074932,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2793","OVMJ01.79597.1_1/52-221","OVMJ01","SAMN06016415","['QUERY___Archaeoglobus_sulfaticallidus_dsrA']",1.30863341424928,TRUE,"QUERY___Archaeoglobus_sulfaticallidus_dsrA",TRUE
"2794","UEPX01.214.1_36/64-437","UEPX01","SAMN06115484","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2795","UEPX01.214.1_35/1-253","UEPX01","SAMN06115484","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2796","OWBJ01.577.1_15/64-437","OWBJ01","SAMEA3708635","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2797","OWBJ01.577.1_14/11-266","OWBJ01","SAMEA3708635","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2798","ORWK01.32586.1_1/64-181","ORWK01","SAMEA2338869","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2799","OQMP01.27420.1_1/2-278","OQMP01","SAMD00036430","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2800","OQMP01.21035.1_1/1-181","OQMP01","SAMD00036430","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.126559,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2801","OQMP01.27420.1_2/11-93","OQMP01","SAMD00036430","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2802","OYNL01.4896.1_1/16-184","OYNL01","SAMN06165681","['Desulfovibrio_sp._3_1_syn3__DsvSp230']",0.0823390765863711,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230",TRUE
"2803","UEQJ01.1031.1_15/64-437","UEQJ01","SAMN06115437","['Bilophila_sp._4_1_30__BilSpec3']",0.00774486459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2804","UEQJ01.34160.1_1/1-357","UEQJ01","SAMN06115437","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.032008,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2805","UEQJ01.1031.1_14/11-266","UEQJ01","SAMN06115437","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.054194,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2806","UEQJ01.37408.1_2/11-266","UEQJ01","SAMN06115437","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0836850545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2807","UEQJ01.70046.1_1/1-165","UEQJ01","SAMN06115437","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.121619054566389,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2808","QIBW01.2.1_175/51-395","QIBW01","SAMN09280236","['Gordonibacter_pamelaeae__GrdPame5']",0.253855376715172,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"2809","QIBW01.2.1_176/3-237","QIBW01","SAMN09280236","['Gordonibacter_pamelaeae__GrdPame5']",0.253855376715172,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"2810","UPNP01.36312.1_2/51-239","UPNP01","SAMEA2737833","['QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",0.603776,TRUE,"QUERY___Peptococcaceae_bacterium_CEB3_dsrB",TRUE
"2811","UPNP01.29159.1_1/1-146","UPNP01","SAMEA2737833","['Gordonibacter_pamelaeae__GrdPame5']",0.627737376715172,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"2812","ORPS01.8514.1_6/52-397","ORPS01","SAMEA2338754","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.35214998423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2813","ORPS01.8514.1_5/5-240","ORPS01","SAMEA2338754","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.25073279648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2814","OYNB01.187.1_2/65-438","OYNB01","SAMN06165610","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0631560545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2815","OYNB01.459.1_2/1-137","OYNB01","SAMN06165610","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.009363,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2816","OYJD01.148.1_2/85-458","OYJD01","SAMN06165661","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2817","OYJD01.1564.1_1/1-290","OYJD01","SAMN06165661","['QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2818","OYJD01.148.1_1/11-266","OYJD01","SAMN06165661","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2819","UZKP01.4028.1_2/64-408","UZKP01","SAMN00715214","['Bilophila_sp._4_1_30__BilSpec3']",0.0224198645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2820","UZKP01.4028.1_3/1-163","UZKP01","SAMN00715214","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2821","OVZH01.31155.1_1/1-339","OVZH01","SAMEA3708664","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2822","OVZH01.31155.1_2/11-135","OVZH01","SAMEA3708664","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2823","OPSZ01.31149.1_2/51-211","OPSZ01","SAMEA2042440","['Bilophila_sp._4_1_30__BilSpec3']",0.00947686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2824","OPSZ01.37082.1_1/13-152","OPSZ01","SAMEA2042440","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.020376,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2825","OPSZ01.52127.1_1/1-174","OPSZ01","SAMEA2042440","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2826","UEQO01.936.1_31/64-437","UEQO01","SAMN06115517","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2827","UEQO01.11072.1_2/62-435","UEQO01","SAMN06115517","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372045,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2828","UEQO01.936.1_30/11-266","UEQO01","SAMN06115517","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2829","UEQO01.11072.1_1/11-231","UEQO01","SAMN06115517","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.494987,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2830","OZLZ01.26268.1_1/1-206","OZLZ01","SAMN06164726","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2831","ORSH01.3045.1_5/64-437","ORSH01","SAMEA2338629","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2832","ORSH01.3045.1_6/1-253","ORSH01","SAMEA2338629","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2833","UZHO01.27007.1_2/2-138","UZHO01","SAMN00791933","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"2834","UZHO01.27007.1_1/11-102","UZHO01","SAMN00791933","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2835","ULTR01.60425.1_1/11-266","ULTR01","SAMEA4835739","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.520707,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2836","ULTR01.662.1_1/62-157","ULTR01","SAMEA4835739","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'Candidatus_Desulfovibrio_trichonymphae', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Candidatus_Desulfovibrio_trichonymphae",TRUE
"2837","ULTR01.60425.1_2/1-114","ULTR01","SAMEA4835739","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2838","ORNW01.7193.1_3/64-437","ORNW01","SAMEA2338689","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.007847,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2839","ORNW01.7193.1_2/11-266","ORNW01","SAMEA2338689","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2840","CAJKKK01.56.1_17/40-291","CAJKKK01","SAMEA7846919","['QUERY___Moorella_thermoacetica_2_dsrA']",5.486917,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"2841","OYTU01.906.1_2/52-399","OYTU01","SAMN06165358","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.14731098423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2842","OYTU01.4714.1_1/7-271","OYTU01","SAMN06165358","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2843","OYTU01.906.1_3/7-240","OYTU01","SAMN06165358","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.954604796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2844","OYTU01.5949.1_1/55-250","OYTU01","SAMN06165358","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2845","OWBF01.12024.1_1/64-437","OWBF01","SAMEA3708539","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2846","OWBF01.17308.1_1/2-156","OWBF01","SAMEA3708539","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2847","OWBF01.12024.1_2/11-83","OWBF01","SAMEA3708539","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2848","OZAF01.448.1_5/27-294","OZAF01","SAMN06165156","['QUERY___Moorella_thermoacetica_2_dsrA']",4.406426,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"2849","CAABCY01.9430.1_1/1-266","CAABCY01","SAMN00691554","['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358",TRUE
"2850","CAABCY01.10670.1_1/63-161","CAABCY01","SAMN00691554","['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358",TRUE
"2851","UZJC01.1580.1_4/62-435","UZJC01","SAMN00791906","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372045,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2852","UZJC01.1580.1_5/11-266","UZJC01","SAMN00791906","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.494987,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2853","OZHJ01.26491.1_1/63-209","OZHJ01","SAMN06165215","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2854","OZHJ01.41754.1_1/11-118","OZHJ01","SAMN06165215","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2855","UPMX01.23.1_90/62-435","UPMX01","SAMEA2737818","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.377414,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2856","UPMX01.23.1_89/11-266","UPMX01","SAMEA2737818","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.494987,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2857","UERD01.11406.1_1/64-380","UERD01","SAMN06115424","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2858","UERD01.21558.1_1/11-210","UERD01","SAMN06115424","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.047648,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2859","OPBL01.48121.1_1/64-128","OPBL01","SAMEA2042630","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2860","OWRR01.506.1_9/64-437","OWRR01","SAMEA4378240","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2861","OWRR01.506.1_10/11-266","OWRR01","SAMEA4378240","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2862","OYPM01.340.1_2/64-437","OYPM01","SAMN06165606","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2863","UZRB01.14206.1_3/64-246","UZRB01","SAMN00792023","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2864","UZRB01.28887.1_1/63-214","UZRB01","SAMN00792023","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2865","UZRB01.46909.1_1/63-214","UZRB01","SAMN00792023","['Desulfovibrio_piger__DslPige2']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"2866","UZRB01.87343.1_1/48-199","UZRB01","SAMN00792023","['Gordonibacter_pamelaeae__GrdPame5']",NA,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"2867","UEQN01.13608.1_2/62-435","UEQN01","SAMN06115449","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372045,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2868","UEQN01.13608.1_1/11-266","UEQN01","SAMN06115449","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.494987,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2869","UEQN01.46113.1_1/64-238","UEQN01","SAMN06115449","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2870","UEQN01.73648.1_1/1-179","UEQN01","SAMN06115449","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2871","UEQN01.7304.1_1/1-80","UEQN01","SAMN06115449","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2872","OYPJ01.381.1_3/52-399","OYPJ01","SAMN06165634","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.10535498423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2873","OYPJ01.381.1_2/7-240","OYPJ01","SAMN06165634","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.908308796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2874","OYPJ01.3252.1_1/12-248","OYPJ01","SAMN06165634","['Desulfovibrio_vulgaris__DQ826729']",0.459829611398038,TRUE,"Desulfovibrio_vulgaris__DQ826729",TRUE
"2875","ORUG01.26699.1_1/64-358","ORUG01","SAMEA2338780","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2876","OVTD01.1202.1_7/64-437","OVTD01","SAMN06016377","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2877","OVTD01.1202.1_6/11-266","OVTD01","SAMN06016377","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2878","UZMN01.15502.1_1/1-73","UZMN01","SAMN00715219","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.099925,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2879","ULTQ01.84082.1_2/62-435","ULTQ01","SAMEA4835738","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.368795,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2880","ULTQ01.84082.1_1/11-266","ULTQ01","SAMEA4835738","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.494987,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2881","ULTQ01.74033.1_1/1-190","ULTQ01","SAMEA4835738","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2882","UZHV01.33818.1_1/2-184","UZHV01","SAMN00791915","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2883","UZLX01.37167.1_1/1-113","UZLX01","SAMN00715241","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2884","ULPS01.48280.1_2/5-144","ULPS01","SAMEA4835635","['Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2885","ULPS01.48280.1_1/1-129","ULPS01","SAMEA4835635","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.46977198423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2886","ULPS01.65184.1_1/1-82","ULPS01","SAMEA4835635","['Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2887","UERM01.2908.1_4/64-437","UERM01","SAMN06115432","['Bilophila_sp._4_1_30__BilSpec3']",0.00775186459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2888","UERM01.2908.1_3/11-266","UERM01","SAMN06115432","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2889","UPRQ01.42214.1_1/63-198","UPRQ01","SAMEA2737796","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.119454054566389,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2890","UMGK01.51445.1_1/63-436","UMGK01","SAMEA4836070","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0462850545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2891","UMGK01.54132.1_1/11-151","UMGK01","SAMEA4836070","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2892","OYIK01.52.1_3/65-438","OYIK01","SAMN06165494","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.012202,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2893","OYIK01.52.1_2/11-266","OYIK01","SAMN06165494","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0540590545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2894","OYMO01.917.1_1/56-219","OYMO01","SAMN06165716","['Bilophila_sp._4_1_30__BilSpec3']",0.0207918645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2895","OYMO01.626.1_2/11-191","OYMO01","SAMN06165716","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2896","OYMO01.626.1_1/1-131","OYMO01","SAMN06165716","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2897","CAAEFX01.133.1_7/53-398","CAAEFX01","SAMEA5278298","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.37982198423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2898","CAAEFX01.133.1_8/5-240","CAAEFX01","SAMEA5278298","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.14230779648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2899","UXSN01.3115.1_5/64-437","UXSN01","SAMEA2160490","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2900","UXSN01.3115.1_6/11-266","UXSN01","SAMEA2160490","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2901","UXSQ01.11114.1_3/64-437","UXSQ01","SAMEA2161597","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
